Dacia,Duster,2019 ,26628,Petrol,130,1332,Front,Manual,6,SUV,14200
BMW,Seria 4,2014 ,241000,Diesel,313,2993,4x4,Automatic,6,Sedan,22000
BMW,X5,2011 ,249000,Diesel,306,2993,4x4,Automatic,5,SUV,14950
Volvo,V40,2017 ,200000,Diesel,120,1969,Front,Manual,6,Compact,10600
BMW,X1,2010 ,217013,Diesel,143,1995,4x4,Automatic,5,SUV,9450
Porsche,Cayenne,2016 ,185000,Petrol,441,3600,4x4,Automatic,6,SUV,42840
Renault,Scenic,2010 ,195000,Diesel,130,1870,Front,Manual,5,Minivan,4990
Dacia,Dokker,2015 ,189000,Petrol + CNG,83,1598,Front,Manual,5,Minivan,5990
Renault,Megane,2004 ,278000,Diesel,120,1870,Front,Manual,4,Compact,2199
Ford,Focus C-Max,2008 ,223000,Diesel,109,1560,Front,Manual,4,Minivan,2950
Audi,A5,2016 ,136000,Diesel,190,1968,Front,Automatic,6,Small car,16500
BMW,Seria 5,2004 ,276000,Diesel,177,2497,Rear,Automatic,4,Combi,3999
Fiat,Freemont,2012 ,191000,Diesel,140,1956,Front,Manual,5,SUV,8499
BMW,X4,2017 ,120000,Diesel,190,1995,4x4,Automatic,6,SUV,26650
BMW,X5,2017 ,174000,Diesel,313,2993,4x4,Automatic,6,SUV,38900
Volkswagen,Passat CC,2012 ,122000,Diesel,170,1968,4x4,Automatic,5,Sedan,11700
Audi,A6,2010 ,234000,Diesel,140,1968,Front,Manual,5,Combi,9250
Renault,Megane,2006 ,200000,Diesel,150,1995,Front,Manual,4,Combi,1750
Volkswagen,Passat,2009 ,228000,Diesel,140,1968,Front,Manual,4,Combi,4350
Audi,A3,2016 ,220000,Diesel,110,1598,Front,Manual,6,Sedan,10500
Dacia,Dokker,2014 ,73800,Diesel,75,1461,Front,Manual,5,Minivan,6250
Renault,Megane,2012 ,137000,Diesel,130,1870,Front,Manual,5,Combi,6199
Toyota,Auris,2017 ,208000,Hibrid,99,1798,Front,Automatic,6,Compact,11750
BMW,Seria 3,2015 ,233000,Diesel,184,1995,Rear,Manual,5,Sedan,10999
Opel,Astra,2013 ,152000,Petrol,120,1364,Front,Manual,5,Compact,5500
Audi,A3,2005 ,219000,Diesel,105,1896,Front,Manual,4,Coupe,2999
Mercedes-Benz,E,2017 ,264069,Diesel,150,1950,Rear,Automatic,6,Sedan,15900
Mercedes-Benz,E,2019 ,3000,Petrol,184,1991,Rear,Automatic,6,Sedan,49980
Mitsubishi,ASX,2011 ,149000,Diesel,150,1798,4x4,Manual,5,SUV,8499
Volkswagen,Touareg,2013 ,144000,Diesel,204,2967,4x4,Automatic,5,SUV,16900
Volkswagen,Tiguan,2012 ,235861,Diesel,170,1968,4x4,Manual,5,SUV,12290
Ford,Focus,2009 ,210000,Diesel,109,1560,Front,Manual,4,Combi,4490
Skoda,Octavia,2013 ,143000,Diesel,105,1598,Front,Manual,5,Sedan,5000
Dacia,Duster,2011 ,133413,Diesel,110,1461,4x4,Manual,5,SUV,6999
Volkswagen,Polo,2008 ,223000,Diesel,100,1896,Front,Manual,4,Small car,3250
Volkswagen,Passat,2016 ,163000,Diesel,150,1968,Front,Automatic,6,Sedan,14800
Volkswagen,Sharan,2009 ,300100,Diesel,140,1968,Front,Manual,4,Minivan,4800
Opel,Meriva,2004 ,197000,Petrol,100,1598,Front,Manual,4,Minivan,1999
Smart,Fortwo,2011 ,120547,Petrol,71,999,Rear,Automatic,5,Small car,4500
BMW,X3,2006 ,248000,Diesel,150,1995,4x4,Manual,4,SUV,4999
Volkswagen,Beetle,2012 ,167525,Diesel,105,1598,Front,Manual,5,Small car,9490
Volkswagen,Touareg,2015 ,210000,Diesel,262,2967,4x4,Automatic,6,SUV,19900
Audi,A6,2010 ,410000,Diesel,190,2698,Front,Automatic,5,Sedan,8200
Mazda,3,2006 ,186000,Petrol,105,1598,Front,Manual,4,Combi,3600
Ford,Focus,2012 ,91000,Diesel,115,1560,Front,Manual,5,Sedan,6000
Opel,Astra,2007 ,250000,Diesel,110,1686,Front,Manual,4,Compact,2300
Ford,Transit,2013 ,268287,Diesel,125,2198,Front,Manual,5,Minivan,7500
Volkswagen,Passat CC,2011 ,287000,Diesel,170,1968,4x4,Automatic,5,Sedan,8250
Volkswagen,Golf,2011 ,154000,Petrol,160,1390,Front,Manual,5,Small car,5800
Mercedes-Benz,C,2004 ,234000,Diesel,150,2148,Rear,Automatic,4,Combi,2890
Mercedes-Benz,ML,2014 ,195000,Diesel,258,2987,4x4,Automatic,6,SUV,23900
BMW,X3,2019 ,150000,Petrol,184,1998,4x4,Automatic,6,SUV,29490
Mercedes-Benz,E,2019 ,1400,Petrol,184,1991,Rear,Automatic,6,Sedan,46410
Skoda,Octavia,2012 ,189500,Diesel,170,1968,Front,Manual,5,Combi,7590
Jaguar,F-Pace,2018 ,52000,Diesel,180,2000,4x4,Automatic,6,SUV,34000
Ford,KA,2002 ,61000,Petrol,60,1299,Front,Manual,4,Small car,1299
Audi,A4,2013 ,176000,Diesel,163,1968,Front,Manual,5,Sedan,9750
Ford,Focus,2018 ,63700,Diesel,120,1499,Front,Manual,6,Sedan,9980
Skoda,Octavia,2011 ,163451,Petrol,160,1798,Front,Manual,5,Combi,5390
Skoda,Octavia,2018 ,183247,Diesel,184,1968,4x4,Automatic,6,Combi,17600
BMW,Seria 4,2019 ,14700,Petrol,184,1998,Rear,Automatic,6,Sedan,52994
Volvo,XC 60,2017 ,199700,Diesel,190,1969,Front,Manual,6,SUV,16100
Toyota,RAV4,2014 ,127500,Diesel,150,2231,4x4,Manual,5,SUV,12990
Opel,Astra,2017 ,178000,Diesel,136,1598,Front,Automatic,6,Combi,8990
Mercedes-Benz,Citan,2013 ,228000,Diesel,75,1461,Front,Manual,5,Minivan,4999
Volkswagen,Tiguan,2018 ,149000,Diesel,150,1968,4x4,Manual,6,SUV,15790
Opel,Agila,2010 ,199332,Petrol,65,996,Front,Manual,4,Small car,1500
Opel,Corsa,2008 ,186000,Petrol,80,1229,Front,Manual,4,Small car,3400
Chevrolet,Cruze,2012 ,135000,Diesel,163,1998,Front,Manual,5,Sedan,5900
Skoda,Octavia,2014 ,191000,Diesel,184,1968,Front,Automatic,5,Sedan,12650
Dacia,Logan,2017 ,109000,Diesel,90,1461,Front,Automatic,6,Sedan,7150
Ford,EDGE,2017 ,63550,Diesel,210,1997,4x4,Automatic,6,SUV,24900
BMW,X3,2018 ,102000,Diesel,190,1995,4x4,Automatic,6,SUV,32970
Volvo,XC 60,2019 ,133000,Diesel,235,1969,4x4,Automatic,6,SUV,34850
Jaguar,XE,2016 ,78000,Diesel,180,2000,Rear,Automatic,6,Sedan,16800
Opel,Astra,2001 ,197700,Diesel,75,1686,Front,Manual,3,Combi,1400
Volkswagen,Passat,2006 ,265000,Diesel,140,1968,Front,Manual,4,Small car,3500
BMW,Seria 5,2013 ,256000,Diesel,184,1995,4x4,Automatic,6,Combi,14590
Dacia,Logan,2017 ,69000,Petrol,90,899,Front,Manual,6,Combi,7150
Audi,SQ8,2019 ,14100,Diesel,435,3956,4x4,Automatic,6,SUV,100470
Volkswagen,Golf,2003 ,276000,Diesel,100,1896,Front,Manual,3,Combi,1900
Audi,A6,2009 ,334000,Diesel,190,2698,Front,Automatic,5,Sedan,6900
Volvo,XC 60,2015 ,86177,Diesel,181,2400,4x4,Automatic,5,SUV,21997
Volkswagen,Tiguan,2017 ,216000,Diesel,240,1968,4x4,Automatic,6,SUV,24599
Dacia,Duster,2018 ,196297,Diesel,109,1461,Front,Automatic,6,SUV,12550
Dacia,Sandero Stepway,2010 ,212577,Diesel,70,1461,Front,Manual,4,Compact,3950
Opel,Signum,2007 ,142000,Diesel,120,1910,Front,Manual,4,Combi,3200
Smart,Forfour,2006 ,147921,Petrol,75,1124,Front,Manual,4,Small car,2700
BMW,X3,2008 ,230000,Diesel,177,1995,4x4,Manual,4,Minivan,5999
Seat,Altea,2007 ,194000,Diesel,105,1898,Front,Manual,4,Compact,1950
Honda,FR-V,2007 ,214000,Diesel,140,2204,Front,Manual,4,Minivan,1999
Audi,TT,2016 ,58000,Petrol,230,1984,Front,Manual,6,Coupe,23500
Volkswagen,Passat,2012 ,235691,Diesel,170,1968,Front,Automatic,5,Combi,7290
Toyota,Corolla Verso,2003 ,130000,Petrol,110,1598,Front,Manual,4,Minivan,2200
Skoda,Fabia,2016 ,160000,Petrol,90,1197,Front,Manual,6,Combi,5850
Hyundai,ix35,2011 ,117700,Diesel,136,1995,4x4,Manual,5,SUV,7600
Kia,Sportage,2012 ,91200,Diesel,136,1995,4x4,Automatic,5,SUV,13250
Audi,A6 Allroad,2008 ,284891,Diesel,233,2995,4x4,Automatic,4,Combi,5850
Mercedes-Benz,ML,2008 ,151719,Diesel,224,2995,4x4,Automatic,4,SUV,7950
Mercedes-Benz,E,2018 ,80200,Diesel,194,1950,Rear,Automatic,6,Sedan,34500
BMW,Seria 5,2014 ,216000,Diesel,218,1995,4x4,Automatic,6,Sedan,16500
Volkswagen,Passat,2017 ,194600,Diesel,150,1968,Front,Manual,6,Sedan,13499
Mercedes-Benz,C,2016 ,170000,Hibrid,204,2143,Rear,Automatic,6,Sedan,21000
Volkswagen,Passat,2018 ,179543,Diesel,150,1968,Front,Automatic,6,Sedan,15349
BMW,X3,2018 ,14500,Diesel,190,1995,4x4,Automatic,6,SUV,24500
Jeep,Wrangler,2003 ,198000,Petrol,143,2400,4x4,Manual,3,SUV,9990
Dacia,Logan,2010 ,289324,Diesel,86,1461,Front,Manual,4,Combi,2990
Volkswagen,Touran,2006 ,276466,Diesel,140,1968,Front,Manual,4,Minivan,3290
Mercedes-Benz,Sprinter,2010 ,296582,Diesel,150,2148,Rear,Manual,5,Minivan,7950
Mazda,CX-5,2019 ,9850,Petrol,165,1998,4x4,Automatic,6,SUV,29700
Mercedes-Benz,E,2019 ,23000,Diesel,195,1950,Rear,Automatic,6,Sedan,33989
Mercedes-Benz,B,2013 ,253200,Diesel,109,1796,Front,Automatic,5,Minivan,8550
Toyota,Land Cruiser,2012 ,285000,Diesel,272,4461,4x4,Automatic,5,SUV,39000
Skoda,Octavia,2011 ,220887,Petrol,122,1390,Front,Manual,5,Sedan,6000
Volvo,S60,2018 ,170207,Diesel,150,1969,Front,Manual,6,Sedan,12498
Opel,Corsa,2013 ,108000,Petrol,85,1229,Front,Manual,5,Small car,4800
Mazda,3,2006 ,205000,Petrol,105,1598,Front,Automatic,4,Small car,3300
Audi,A6,2014 ,135000,Diesel,177,1968,Front,Manual,5,Combi,14199
Porsche,Panamera,2014 ,145000,Diesel,300,2967,Front,Automatic,6,Sedan,36800
Volvo,V40,2017 ,117100,Diesel,190,1969,Front,Automatic,6,Combi,16900
Volkswagen,Passat,2016 ,258500,Diesel,150,1968,4x4,Manual,6,Combi,10250
BMW,Seria 7,2017 ,63311,Diesel,320,2993,4x4,Automatic,6,Sedan,40352
Volkswagen,T-ROC,2021 ,1,Petrol,115,999,Front,Manual,6,SUV,20672
Nissan,Qashqai,2014 ,77100,Diesel,130,1598,4x4,Manual,5,SUV,14500
Ford,Tourneo,2007 ,170000,Diesel,90,1800,Front,Manual,4,Minivan,3199
Mercedes-Benz,Sprinter,2020 ,1,Diesel,163,2143,Rear,Manual,6,Minivan,59899
Renault,Grand Scenic,2011 ,193000,Diesel,130,1598,Front,Manual,5,Minivan,5050
Opel,Zafira,2012 ,264000,Diesel,110,1686,Front,Manual,5,Minivan,3500
BMW,X1,2016 ,173400,Diesel,150,1995,4x4,Automatic,6,SUV,17700
Mercedes-Benz,C,2008 ,226000,Petrol,156,1796,Rear,Manual,4,Sedan,6750
Mercedes-Benz,C,2010 ,215000,Diesel,136,2143,Rear,Manual,5,Combi,6990
BMW,Seria 4,2014 ,223000,Diesel,258,2993,Rear,Automatic,6,Coupe,19800
Dacia,Logan,2019 ,29560,Petrol,73,999,Front,Manual,6,Sedan,6580
BMW,Seria 1,2011 ,215800,Diesel,143,1995,Rear,Manual,5,Compact,7989
Mercedes-Benz,C,2019 ,3000,Petrol,184,1991,4x4,Automatic,6,Sedan,45696
Porsche,Cayenne,2020 ,10,Petrol,340,2995,4x4,Automatic,6,Coupe,97763
Audi,A3,2017 ,179000,Diesel,115,1598,Front,Automatic,6,Sedan,16700
Opel,Astra,2018 ,162220,Diesel,135,1598,Front,Manual,6,Combi,10200
Volkswagen,Touareg,2008 ,283000,Diesel,239,2967,4x4,Automatic,4,SUV,6650
Audi,A6 Allroad,2012 ,99000,Diesel,245,2967,4x4,Automatic,6,Combi,21450
Volkswagen,Phaeton,2015 ,129000,Diesel,245,2967,4x4,Automatic,5,Sedan,18900
Skoda,Octavia,2020 ,10000,Diesel,150,1968,Front,Automatic,6,Sedan,24499
BMW,Seria 5,2016 ,140224,Diesel,258,2993,4x4,Automatic,6,Combi,21500
BMW,Seria 5,2014 ,223800,Diesel,190,1995,Rear,Automatic,6,Sedan,14500
Ford,Focus,2018 ,61000,Diesel,120,1498,Front,Automatic,6,Combi,10990
Volvo,S60,2015 ,106418,Diesel,120,1969,Front,Manual,5,Sedan,10699
BMW,X3,2011 ,213000,Diesel,184,1995,4x4,Automatic,5,SUV,11790
Toyota,Hilux,2021 ,1,Diesel,150,2393,4x4,Manual,6,SUV,32900
Audi,A5,2010 ,225000,Diesel,190,2698,Front,Automatic,5,Sedan,9990
Volkswagen,Jetta,2006 ,148000,Diesel,105,1896,Front,Manual,4,Sedan,4250
Fiat,Bravo,2008 ,167000,Diesel,105,1598,Front,Manual,4,Compact,2490
Volkswagen,Tiguan,2010 ,287000,Diesel,177,1968,4x4,Manual,5,SUV,10000
Alfa Romeo,159,2010 ,173876,Diesel,170,1956,Front,Manual,5,Combi,5990
Audi,A3,2008 ,267000,Diesel,105,1896,Front,Automatic,4,Compact,4690
Audi,Q7,2007 ,297500,Diesel,233,2967,4x4,Automatic,4,SUV,9100
Volkswagen,Tiguan,2008 ,220000,Diesel,140,1968,4x4,Manual,4,SUV,7750
Renault,Megane,2019 ,21665,Diesel,116,1461,Front,Manual,6,Combi,17980
Mercedes-Benz,A,2014 ,136700,Diesel,109,1461,Front,Manual,5,Compact,11000
Audi,A4,2013 ,190000,Petrol,170,1798,Front,Manual,5,Combi,9450
Dacia,Sandero Stepway,2015 ,98000,Diesel,90,1461,Front,Manual,5,Small car,6850
Volkswagen,Touareg,2019 ,40692,Diesel,232,3000,4x4,Automatic,6,SUV,50849
Volkswagen,Touareg,2019 ,18519,Diesel,232,2967,4x4,Automatic,6,SUV,53748
Volkswagen,Touareg,2019 ,22725,Diesel,232,2967,4x4,Automatic,6,SUV,53849
Volkswagen,Touareg,2019 ,34900,Diesel,232,2967,4x4,Automatic,6,SUV,44985
Volkswagen,Touareg,2019 ,17358,Diesel,232,3000,4x4,Automatic,6,SUV,47890
Toyota,RAV4,2010 ,144400,Diesel,150,2231,4x4,Automatic,5,SUV,8490
Mercedes-Benz,GLK,2009 ,216200,Diesel,170,2143,4x4,Automatic,5,SUV,10500
Renault,Laguna,2013 ,260000,Diesel,110,1461,Front,Manual,5,Sedan,5490
Skoda,Superb,2017 ,127000,Diesel,190,1968,4x4,Automatic,6,Sedan,20900
Opel,Corsa,2009 ,185000,Petrol,82,1229,Front,Manual,4,Small car,2399
BMW,X5,2020 ,4500,Petrol,340,2998,4x4,Automatic,6,SUV,74196
Volkswagen,Golf,2015 ,175000,Diesel,105,1598,Front,Manual,5,Compact,8449
Mercedes-Benz,CLA,2017 ,74000,Petrol,381,1991,4x4,Automatic,6,Sedan,41650
Dacia,Logan,2014 ,111000,Petrol,90,898,Front,Manual,5,Combi,5450
Skoda,Octavia,2015 ,224000,Diesel,184,1968,Front,Automatic,5,Combi,10500
Dacia,Logan,2014 ,152855,Diesel,90,1461,Front,Manual,5,Combi,5200
Volkswagen,Golf,2005 ,194900,Petrol,90,1390,Front,Manual,4,Compact,3599
Volvo,XC 60,2016 ,85130,Diesel,215,2400,4x4,Automatic,6,SUV,23500
Citroen,C-Crosser,2008 ,200000,Diesel,155,2185,4x4,Manual,4,SUV,5550
Hyundai,Elantra,2018 ,58000,Diesel,136,1582,Front,Automatic,6,Sedan,13450
Peugeot,3008,2021 ,78,Diesel,130,1499,Front,Automatic,6,SUV,31500
Dacia,Duster,2012 ,216112,Diesel,110,1461,4x4,Manual,5,SUV,6800
Volkswagen,Passat,2017 ,169000,Diesel,150,1968,Front,Automatic,6,Combi,13700
Dacia,Lodgy,2018 ,121375,Diesel,115,1461,Front,Manual,6,Minivan,11290
Suzuki,SX4 S-Cross,2016 ,100000,Diesel,120,1598,4x4,Manual,6,SUV,12949
BMW,Seria 3,2009 ,226000,Diesel,143,1995,Rear,Manual,5,Sedan,5999
Ford,Fiesta,2010 ,150000,Diesel,75,1560,Front,Manual,5,Small car,2995
Volkswagen,Caddy,2013 ,249999,Diesel,105,1596,Front,Automatic,5,Minivan,6200
Smart,Fortwo,2011 ,65000,Petrol,71,999,Rear,Automatic,5,Small car,3300
Suzuki,Vitara,2017 ,50000,Petrol,120,1586,Front,Automatic,6,SUV,13950
Opel,Astra,2012 ,202000,Petrol,115,1598,Front,Automatic,5,Compact,3990
Ford,Galaxy,2013 ,156488,Diesel,140,1997,Front,Automatic,6,Minivan,9900
Subaru,Forester,2009 ,160000,Diesel,147,1998,4x4,Manual,4,SUV,4900
Volkswagen,Passat,2018 ,160541,Diesel,150,1968,Front,Automatic,6,Combi,15890
Citroen,C4 Grand Picasso,2007 ,207700,Diesel,136,1997,Front,Automatic,4,Minivan,3500
Volvo,XC 60,2016 ,168000,Diesel,150,1984,Front,Manual,6,SUV,13990
Volkswagen,Touareg,2018 ,72200,Diesel,286,2967,4x4,Automatic,6,SUV,51490
Volkswagen,Touareg,2018 ,94000,Diesel,232,2967,4x4,Automatic,6,SUV,44979
Volkswagen,Touareg,2018 ,72200,Diesel,286,2967,4x4,Automatic,6,SUV,51490
Volkswagen,Touareg,2018 ,25126,Diesel,232,2967,4x4,Automatic,6,SUV,46480
Volkswagen,Touareg,2018 ,44272,Diesel,286,2967,4x4,Automatic,6,SUV,46830
Mercedes-Benz,CLS,2020 ,4800,Hibrid,367,2999,4x4,Automatic,6,Sedan,70079
Porsche,Cayenne,2019 ,1,Petrol,340,2995,4x4,Automatic,6,SUV,114537
Volkswagen,Passat,2012 ,227000,Diesel,170,1968,Front,Automatic,5,Combi,9200
Mercedes-Benz,E,2019 ,1,Diesel,194,1950,4x4,Automatic,6,Sedan,58822
Skoda,RAPID,2017 ,166000,Diesel,90,1422,Front,Manual,6,Sedan,6990
Hyundai,ix35,2011 ,290000,Diesel,115,1685,Front,Manual,5,SUV,7790
Skoda,Octavia,2017 ,145248,Diesel,150,1968,Front,Manual,6,Combi,14250
BMW,X1,2010 ,177322,Diesel,177,1995,4x4,Manual,5,SUV,8500
Renault,Espace,2011 ,246000,Diesel,173,1995,Front,Automatic,5,Minivan,6499
Mercedes-Benz,E,2008 ,280000,Diesel,150,2148,Rear,Automatic,5,Sedan,8900
BMW,X4,2017 ,28044,Diesel,190,1995,4x4,Automatic,6,SUV,35676
Volkswagen,Polo,2017 ,69209,Petrol,75,999,Front,Manual,6,Small car,8300
Volkswagen,Golf,2011 ,233397,Diesel,140,1968,Front,Manual,5,Combi,5500
Volkswagen,Polo,2017 ,79426,Petrol,75,999,Front,Manual,6,Small car,8200
Audi,A8,2013 ,195000,Diesel,350,4134,4x4,Automatic,5,Sedan,21500
BMW,Seria 5,2017 ,77500,Petrol,340,2998,4x4,Automatic,6,Sedan,38000
Peugeot,308,2017 ,163137,Diesel,120,1560,Front,Automatic,6,Compact,10489
Dacia,Duster,2017 ,165000,Diesel,109,1461,Front,Manual,6,SUV,9490
Mercedes-Benz,Vito,2015 ,157000,Diesel,160,2143,Rear,Automatic,6,Minivan,21991
Jeep,Renegade,2018 ,40960,Diesel,170,1956,4x4,Automatic,6,SUV,21500
Ford,EcoSport,2019 ,35800,Petrol,125,999,Front,Manual,6,Small car,12500
Audi,A4,2011 ,193000,Diesel,143,1968,Front,Manual,5,Sedan,8490
Skoda,Citigo,2016 ,128000,Petrol,75,999,Front,Manual,6,Small car,4490
Volkswagen,Polo,2006 ,208000,Diesel,80,1422,Front,Manual,4,Small car,2650
Mercedes-Benz,ML,2012 ,244000,Diesel,204,2143,4x4,Automatic,6,SUV,18500
BMW,Z4,2011 ,64800,Petrol,204,2497,Rear,Manual,5,Cabrio,19990
